Notes,Leading Cancer Sites,Leading Cancer Sites Code,States,States Code,Race,Race Code,Year,Year Code,Sex,Sex Code,Count,Population,Crude Rate
,Stomach,21020,Pennsylvania,42,Asian or Pacific Islander,A-PI,2015,2015,Male,M,19,221122,8.59
,Stomach,21020,Pennsylvania,42,Black or African American,2054-5,2011,2011,Female,F,68,795949,8.54
,Stomach,21020,Pennsylvania,42,Black or African American,2054-5,2011,2011,Male,M,57,733253,7.77
,Stomach,21020,Pennsylvania,42,Black or African American,2054-5,2012,2012,Female,F,57,803661,7.09
,Stomach,21020,Pennsylvania,42,Black or African American,2054-5,2012,2012,Male,M,62,743871,8.33
,Stomach,21020,Pennsylvania,42,Black or African American,2054-5,2013,2013,Female,F,39,810435,4.81
,Stomach,21020,Pennsylvania,42,Black or African American,2054-5,2013,2013,Male,M,78,753026,10.36
,Stomach,21020,Pennsylvania,42,Black or African American,2054-5,2014,2014,Female,F,57,816895,6.98
,Stomach,21020,Pennsylvania,42,Black or African American,2054-5,2014,2014,Male,M,72,760585,9.47
,Stomach,21020,Pennsylvania,42,Black or African American,2054-5,2015,2015,Female,F,34,821775,4.14
,Stomach,21020,Pennsylvania,42,Black or African American,2054-5,2015,2015,Male,M,74,767068,9.65
,Stomach,21020,Pennsylvania,42,White,2106-3,2011,2011,Female,F,316,5499295,5.75
,Stomach,21020,Pennsylvania,42,White,2106-3,2011,2011,Male,M,604,5267288,11.47
,Stomach,21020,Pennsylvania,42,White,2106-3,2012,2012,Female,F,301,5490593,5.48
,Stomach,21020,Pennsylvania,42,White,2106-3,2012,2012,Male,M,555,5268701,10.53
,Stomach,21020,Pennsylvania,42,White,2106-3,2013,2013,Female,F,274,5473922,5.01
,Stomach,21020,Pennsylvania,42,White,2106-3,2013,2013,Male,M,570,5262654,10.83
,Stomach,21020,Pennsylvania,42,White,2106-3,2014,2014,Female,F,306,5460223,5.6
,Stomach,21020,Pennsylvania,42,White,2106-3,2014,2014,Male,M,601,5254958,11.44
,Stomach,21020,Pennsylvania,42,White,2106-3,2015,2015,Female,F,300,5443872,5.51
,Stomach,21020,Pennsylvania,42,White,2106-3,2015,2015,Male,M,545,5245902,10.39
,Stomach,21020,Rhode Island,44,White,2106-3,2011,2011,Female,F,46,474589,9.69
,Stomach,21020,Rhode Island,44,White,2106-3,2011,2011,Male,M,53,443381,11.95
,Stomach,21020,Rhode Island,44,White,2106-3,2012,2012,Female,F,29,473008,6.13
,Stomach,21020,Rhode Island,44,White,2106-3,2012,2012,Male,M,43,442544,9.72
,Stomach,21020,Rhode Island,44,White,2106-3,2013,2013,Female,F,29,471442,6.15
,Stomach,21020,Rhode Island,44,White,2106-3,2013,2013,Male,M,63,441331,14.27
,Stomach,21020,Rhode Island,44,White,2106-3,2014,2014,Female,F,34,469916,7.24
,Stomach,21020,Rhode Island,44,White,2106-3,2014,2014,Male,M,68,440649,15.43
,Stomach,21020,Rhode Island,44,White,2106-3,2015,2015,Female,F,40,468192,8.54
,Stomach,21020,Rhode Island,44,White,2106-3,2015,2015,Male,M,42,440059,9.54
,Stomach,21020,South Carolina,45,Black or African American,2054-5,2011,2011,Female,F,55,710401,7.74
,Stomach,21020,South Carolina,45,Black or African American,2054-5,2011,2011,Male,M,95,629478,15.09
,Stomach,21020,South Carolina,45,Black or African American,2054-5,2012,2012,Female,F,56,716545,7.82
,Stomach,21020,South Carolina,45,Black or African American,2054-5,2012,2012,Male,M,80,634282,12.61
,Stomach,21020,South Carolina,45,Black or African American,2054-5,2013,2013,Female,F,57,722003,7.89
,Stomach,21020,South Carolina,45,Black or African American,2054-5,2013,2013,Male,M,77,639846,12.03
,Stomach,21020,South Carolina,45,Black or African American,2054-5,2014,2014,Female,F,72,728713,9.88
,Stomach,21020,South Carolina,45,Black or African American,2054-5,2014,2014,Male,M,87,645325,13.48
,Stomach,21020,South Carolina,45,Black or African American,2054-5,2015,2015,Female,F,50,735323,6.8
,Stomach,21020,South Carolina,45,Black or African American,2054-5,2015,2015,Male,M,94,651137,14.44
,Stomach,21020,South Carolina,45,White,2106-3,2011,2011,Female,F,62,1638042,3.79
,Stomach,21020,South Carolina,45,White,2106-3,2011,2011,Male,M,153,1593338,9.6
,Stomach,21020,South Carolina,45,White,2106-3,2012,2012,Female,F,68,1655201,4.11
,Stomach,21020,South Carolina,45,White,2106-3,2012,2012,Male,M,120,1609743,7.45
,Stomach,21020,South Carolina,45,White,2106-3,2013,2013,Female,F,62,1672674,3.71
,Stomach,21020,South Carolina,45,White,2106-3,2013,2013,Male,M,164,1625131,10.09
,Stomach,21020,South Carolina,45,White,2106-3,2014,2014,Female,F,87,1696008,5.13
,Stomach,21020,South Carolina,45,White,2106-3,2014,2014,Male,M,149,1646197,9.05
,Stomach,21020,South Carolina,45,White,2106-3,2015,2015,Female,F,97,1722129,5.63
,Stomach,21020,South Carolina,45,White,2106-3,2015,2015,Male,M,160,1669660,9.58
,Stomach,21020,South Dakota,46,White,2106-3,2011,2011,Male,M,35,361226,9.69
,Stomach,21020,South Dakota,46,White,2106-3,2012,2012,Male,M,33,364296,9.06
,Stomach,21020,South Dakota,46,White,2106-3,2013,2013,Female,F,18,365181,4.93
,Stomach,21020,South Dakota,46,White,2106-3,2013,2013,Male,M,26,367749,7.07
,Stomach,21020,South Dakota,46,White,2106-3,2014,2014,Male,M,26,370933,7.01
,Stomach,21020,South Dakota,46,White,2106-3,2015,2015,Male,M,36,372879,9.65
,Stomach,21020,Tennessee,47,Black or African American,2054-5,2011,2011,Female,F,35,587707,5.96
,Stomach,21020,Tennessee,47,Black or African American,2054-5,2011,2011,Male,M,48,526191,9.12
,Stomach,21020,Tennessee,47,Black or African American,2054-5,2012,2012,Female,F,40,595794,6.71
,Stomach,21020,Tennessee,47,Black or African American,2054-5,2012,2012,Male,M,51,535067,9.53
,Stomach,21020,Tennessee,47,Black or African American,2054-5,2013,2013,Female,F,28,601414,4.66
,Stomach,21020,Tennessee,47,Black or African American,2054-5,2013,2013,Male,M,59,541016,10.91
,Stomach,21020,Tennessee,47,Black or African American,2054-5,2014,2014,Female,F,36,607441,5.93
,Stomach,21020,Tennessee,47,Black or African American,2054-5,2014,2014,Male,M,43,547464,7.85
,Stomach,21020,Tennessee,47,Black or African American,2054-5,2015,2015,Female,F,32,613144,5.22
,Stomach,21020,Tennessee,47,Black or African American,2054-5,2015,2015,Male,M,47,552892,8.5
,Stomach,21020,Tennessee,47,White,2106-3,2011,2011,Female,F,123,2619278,4.7
,Stomach,21020,Tennessee,47,White,2106-3,2011,2011,Male,M,219,2522941,8.68
,Stomach,21020,Tennessee,47,White,2106-3,2012,2012,Female,F,132,2636285,5.01
,Stomach,21020,Tennessee,47,White,2106-3,2012,2012,Male,M,213,2539848,8.39
,Stomach,21020,Tennessee,47,White,2106-3,2013,2013,Female,F,144,2648519,5.44
,Stomach,21020,Tennessee,47,White,2106-3,2013,2013,Male,M,216,2551621,8.47
,Stomach,21020,Tennessee,47,White,2106-3,2014,2014,Female,F,119,2664320,4.47
,Stomach,21020,Tennessee,47,White,2106-3,2014,2014,Male,M,202,2567647,7.87
,Stomach,21020,Tennessee,47,White,2106-3,2015,2015,Female,F,127,2682133,4.74
,Stomach,21020,Tennessee,47,White,2106-3,2015,2015,Male,M,223,2583594,8.63
,Stomach,21020,Texas,48,Asian or Pacific Islander,A-PI,2011,2011,Female,F,31,589596,5.26
,Stomach,21020,Texas,48,Asian or Pacific Islander,A-PI,2011,2011,Male,M,42,560717,7.49
,Stomach,21020,Texas,48,Asian or Pacific Islander,A-PI,2012,2012,Female,F,39,617347,6.32
,Stomach,21020,Texas,48,Asian or Pacific Islander,A-PI,2012,2012,Male,M,31,587967,5.27
,Stomach,21020,Texas,48,Asian or Pacific Islander,A-PI,2013,2013,Female,F,37,646393,5.72
,Stomach,21020,Texas,48,Asian or Pacific Islander,A-PI,2013,2013,Male,M,51,616288,8.28
,Stomach,21020,Texas,48,Asian or Pacific Islander,A-PI,2014,2014,Female,F,35,680636,5.14
,Stomach,21020,Texas,48,Asian or Pacific Islander,A-PI,2014,2014,Male,M,49,648818,7.55
,Stomach,21020,Texas,48,Asian or Pacific Islander,A-PI,2015,2015,Female,F,32,717457,4.46
,Stomach,21020,Texas,48,Asian or Pacific Islander,A-PI,2015,2015,Male,M,43,683663,6.29
,Stomach,21020,Texas,48,Black or African American,2054-5,2011,2011,Female,F,93,1670207,5.57
,Stomach,21020,Texas,48,Black or African American,2054-5,2011,2011,Male,M,134,1563617,8.57
,Stomach,21020,Texas,48,Black or African American,2054-5,2012,2012,Female,F,104,1707856,6.09
,Stomach,21020,Texas,48,Black or African American,2054-5,2012,2012,Male,M,154,1600359,9.62
,Stomach,21020,Texas,48,Black or African American,2054-5,2013,2013,Female,F,106,1743939,6.08
,Stomach,21020,Texas,48,Black or African American,2054-5,2013,2013,Male,M,167,1636586,10.2
,Stomach,21020,Texas,48,Black or African American,2054-5,2014,2014,Female,F,101,1784932,5.66
,Stomach,21020,Texas,48,Black or African American,2054-5,2014,2014,Male,M,147,1676570,8.77
,Stomach,21020,Texas,48,Black or African American,2054-5,2015,2015,Female,F,111,1828785,6.07
,Stomach,21020,Texas,48,Black or African American,2054-5,2015,2015,Male,M,137,1719316,7.97
,Stomach,21020,Texas,48,White,2106-3,2011,2011,Female,F,504,10526906,4.79
,Stomach,21020,Texas,48,White,2106-3,2011,2011,Male,M,799,10453763,7.64
,Stomach,21020,Texas,48,White,2106-3,2012,2012,Female,F,501,10671009,4.69
,Stomach,21020,Texas,48,White,2106-3,2012,2012,Male,M,800,10600157,7.55
,Stomach,21020,Texas,48,White,2106-3,2013,2013,Female,F,508,10803180,4.7
,Stomach,21020,Texas,48,White,2106-3,2013,2013,Male,M,796,10734561,7.42
,Stomach,21020,Texas,48,White,2106-3,2014,2014,Female,F,543,10961200,4.95
,Stomach,21020,Texas,48,White,2106-3,2014,2014,Male,M,912,10893949,8.37
,Stomach,21020,Texas,48,White,2106-3,2015,2015,Female,F,570,11118191,5.13
,Stomach,21020,Texas,48,White,2106-3,2015,2015,Male,M,832,11055820,7.53
,Stomach,21020,Utah,49,White,2106-3,2011,2011,Female,F,41,1308074,3.13
,Stomach,21020,Utah,49,White,2106-3,2011,2011,Male,M,43,1318552,3.26
,Stomach,21020,Utah,49,White,2106-3,2012,2012,Female,F,35,1323418,2.64
,Stomach,21020,Utah,49,White,2106-3,2012,2012,Male,M,50,1336272,3.74
,Stomach,21020,Utah,49,White,2106-3,2013,2013,Female,F,41,1342601,3.05
,Stomach,21020,Utah,49,White,2106-3,2013,2013,Male,M,64,1356569,4.72
,Stomach,21020,Utah,49,White,2106-3,2014,2014,Female,F,35,1358604,2.58
,Stomach,21020,Utah,49,White,2106-3,2014,2014,Male,M,61,1373083,4.44
,Stomach,21020,Utah,49,White,2106-3,2015,2015,Female,F,41,1378216,2.97
,Stomach,21020,Utah,49,White,2106-3,2015,2015,Male,M,63,1393953,4.52
,Stomach,21020,Vermont,50,White,2106-3,2011,2011,Male,M,25,298496,8.38
,Stomach,21020,Vermont,50,White,2106-3,2012,2012,Male,M,27,297998,9.06
,Stomach,21020,Vermont,50,White,2106-3,2013,2013,Male,M,28,297978,9.4
,Stomach,21020,Vermont,50,White,2106-3,2014,2014,Male,M,26,297392,8.74
,Stomach,21020,Vermont,50,White,2106-3,2015,2015,Male,M,20,296615,6.74
,Stomach,21020,Virginia,51,Asian or Pacific Islander,A-PI,2011,2011,Male,M,29,245034,11.84
,Stomach,21020,Virginia,51,Asian or Pacific Islander,A-PI,2012,2012,Female,F,22,280754,7.84
,Stomach,21020,Virginia,51,Asian or Pacific Islander,A-PI,2012,2012,Male,M,17,253473,6.71
,Stomach,21020,Virginia,51,Asian or Pacific Islander,A-PI,2013,2013,Male,M,28,262710,10.66
,Stomach,21020,Virginia,51,Asian or Pacific Islander,A-PI,2014,2014,Female,F,21,300257,6.99
,Stomach,21020,Virginia,51,Asian or Pacific Islander,A-PI,2014,2014,Male,M,25,271449,9.21
,Stomach,21020,Virginia,51,Asian or Pacific Islander,A-PI,2015,2015,Female,F,24,309817,7.75
,Stomach,21020,Virginia,51,Asian or Pacific Islander,A-PI,2015,2015,Male,M,24,280567,8.55
,Stomach,21020,Virginia,51,Black or African American,2054-5,2011,2011,Female,F,55,865945,6.35
,Stomach,21020,Virginia,51,Black or African American,2054-5,2011,2011,Male,M,81,794931,10.19
,Stomach,21020,Virginia,51,Black or African American,2054-5,2012,2012,Female,F,47,874071,5.38
,Stomach,21020,Virginia,51,Black or African American,2054-5,2012,2012,Male,M,78,803760,9.7
,Stomach,21020,Virginia,51,Black or African American,2054-5,2013,2013,Female,F,46,882079,5.21
,Stomach,21020,Virginia,51,Black or African American,2054-5,2013,2013,Male,M,83,812164,10.22
,Stomach,21020,Virginia,51,Black or African American,2054-5,2014,2014,Female,F,58,889622,6.52
,Stomach,21020,Virginia,51,Black or African American,2054-5,2014,2014,Male,M,82,820063,10
,Stomach,21020,Virginia,51,Black or African American,2054-5,2015,2015,Female,F,51,897687,5.68
,Stomach,21020,Virginia,51,Black or African American,2054-5,2015,2015,Male,M,86,829065,10.37
,Stomach,21020,Virginia,51,White,2106-3,2011,2011,Female,F,128,2967583,4.31
,Stomach,21020,Virginia,51,White,2106-3,2011,2011,Male,M,242,2918483,8.29
,Stomach,21020,Virginia,51,White,2106-3,2012,2012,Female,F,133,2988519,4.45
,Stomach,21020,Virginia,51,White,2106-3,2012,2012,Male,M,189,2943802,6.42
,Stomach,21020,Virginia,51,White,2106-3,2013,2013,Female,F,133,3004639,4.43
,Stomach,21020,Virginia,51,White,2106-3,2013,2013,Male,M,249,2962152,8.41
,Stomach,21020,Virginia,51,White,2106-3,2014,2014,Female,F,127,3013875,4.21
,Stomach,21020,Virginia,51,White,2106-3,2014,2014,Male,M,264,2973182,8.88
,Stomach,21020,Virginia,51,White,2106-3,2015,2015,Female,F,141,3020122,4.67
,Stomach,21020,Virginia,51,White,2106-3,2015,2015,Male,M,287,2980589,9.63
,Stomach,21020,Virginia,51,Other Races and Unknown combined,2131-1,2015,2015,Male,M,16,Not Applicable,Not Applicable
,Stomach,21020,Washington,53,Asian or Pacific Islander,A-PI,2011,2011,Female,F,23,324972,7.08
,Stomach,21020,Washington,53,Asian or Pacific Islander,A-PI,2011,2011,Male,M,29,286763,10.11
,Stomach,21020,Washington,53,Asian or Pacific Islander,A-PI,2012,2012,Female,F,22,335857,6.55
,Stomach,21020,Washington,53,Asian or Pacific Islander,A-PI,2012,2012,Male,M,29,297224,9.76
,Stomach,21020,Washington,53,Asian or Pacific Islander,A-PI,2013,2013,Female,F,34,347479,9.78
,Stomach,21020,Washington,53,Asian or Pacific Islander,A-PI,2013,2013,Male,M,43,309067,13.91
,Stomach,21020,Washington,53,Asian or Pacific Islander,A-PI,2014,2014,Female,F,16,360261,4.44
,Stomach,21020,Washington,53,Asian or Pacific Islander,A-PI,2014,2014,Male,M,28,321523,8.71
,Stomach,21020,Washington,53,Asian or Pacific Islander,A-PI,2015,2015,Female,F,24,375028,6.4
,Stomach,21020,Washington,53,Asian or Pacific Islander,A-PI,2015,2015,Male,M,31,335899,9.23
,Stomach,21020,Washington,53,White,2106-3,2011,2011,Female,F,139,2871658,4.84
,Stomach,21020,Washington,53,White,2106-3,2011,2011,Male,M,272,2864494,9.5
,Stomach,21020,Washington,53,White,2106-3,2012,2012,Female,F,120,2889263,4.15
,Stomach,21020,Washington,53,White,2106-3,2012,2012,Male,M,243,2884213,8.43
,Stomach,21020,Washington,53,White,2106-3,2013,2013,Female,F,113,2906096,3.89
,Stomach,21020,Washington,53,White,2106-3,2013,2013,Male,M,250,2904080,8.61
,Stomach,21020,Washington,53,White,2106-3,2014,2014,Female,F,113,2927585,3.86
,Stomach,21020,Washington,53,White,2106-3,2014,2014,Male,M,239,2931095,8.15
,Stomach,21020,Washington,53,White,2106-3,2015,2015,Female,F,97,2958182,3.28
,Stomach,21020,Washington,53,White,2106-3,2015,2015,Male,M,226,2964276,7.62
,Stomach,21020,West Virginia,54,White,2106-3,2011,2011,Female,F,52,896176,5.8
,Stomach,21020,West Virginia,54,White,2106-3,2011,2011,Male,M,99,867022,11.42
,Stomach,21020,West Virginia,54,White,2106-3,2012,2012,Female,F,66,895556,7.37
,Stomach,21020,West Virginia,54,White,2106-3,2012,2012,Male,M,104,867800,11.98
,Stomach,21020,West Virginia,54,White,2106-3,2013,2013,Female,F,54,892508,6.05
,Stomach,21020,West Virginia,54,White,2106-3,2013,2013,Male,M,91,865951,10.51
,Stomach,21020,West Virginia,54,White,2106-3,2014,2014,Female,F,50,889759,5.62
,Stomach,21020,West Virginia,54,White,2106-3,2014,2014,Male,M,85,862957,9.85
,Stomach,21020,West Virginia,54,White,2106-3,2015,2015,Female,F,53,884977,5.99
,Stomach,21020,West Virginia,54,White,2106-3,2015,2015,Male,M,72,859453,8.38
,Stomach,21020,Wisconsin,55,Black or African American,2054-5,2011,2011,Female,F,22,203656,10.8
,Stomach,21020,Wisconsin,55,Black or African American,2054-5,2011,2011,Male,M,23,196920,11.68
,Stomach,21020,Wisconsin,55,Black or African American,2054-5,2012,2012,Male,M,22,198803,11.07
,Stomach,21020,Wisconsin,55,Black or African American,2054-5,2014,2014,Female,F,16,209252,7.65
,Stomach,21020,Wisconsin,55,Black or African American,2054-5,2014,2014,Male,M,23,202907,11.34
,Stomach,21020,Wisconsin,55,Black or African American,2054-5,2015,2015,Male,M,18,204476,8.8
,Stomach,21020,Wisconsin,55,White,2106-3,2011,2011,Female,F,122,2561342,4.76
,Stomach,21020,Wisconsin,55,White,2106-3,2011,2011,Male,M,280,2530907,11.06
,Stomach,21020,Wisconsin,55,White,2106-3,2012,2012,Female,F,126,2563460,4.92
,Stomach,21020,Wisconsin,55,White,2106-3,2012,2012,Male,M,265,2534842,10.45
,Stomach,21020,Wisconsin,55,White,2106-3,2013,2013,Female,F,122,2566483,4.75
,Stomach,21020,Wisconsin,55,White,2106-3,2013,2013,Male,M,240,2538664,9.45
,Stomach,21020,Wisconsin,55,White,2106-3,2014,2014,Female,F,115,2567755,4.48
,Stomach,21020,Wisconsin,55,White,2106-3,2014,2014,Male,M,233,2541900,9.17
,Stomach,21020,Wisconsin,55,White,2106-3,2015,2015,Female,F,131,2566827,5.1
,Stomach,21020,Wisconsin,55,White,2106-3,2015,2015,Male,M,243,2543237,9.55
,Stomach,21020,Wyoming,56,White,2106-3,2011,2011,Male,M,23,274227,8.39
,Stomach,21020,Wyoming,56,White,2106-3,2012,2012,Male,M,16,277185,5.77
,Stomach,21020,Wyoming,56,White,2106-3,2013,2013,Male,M,20,279024,7.17
,Stomach,21020,Wyoming,56,White,2106-3,2014,2014,Male,M,22,279958,7.86
---,,,,,,,,,,,,,
"Dataset: United States and Puerto Rico Cancer Statistics, 1999-2015 Incidence",,,,,,,,,,,,,
Query Parameters:,,,,,,,,,,,,,
Title:,,,,,,,,,,,,,
"Age Groups: < 1 year, 1-4 years, 5-9 years, 10-14 years, 15-19 years, 20-24 years, 25-29 years, 30-34 years, 35-39 years, 40-44",,,,,,,,,,,,,
"years, 45-49 years, 50-54 years, 55-59 years, 60-64 years , 65-69 years, 70-74 years, 75-79 years, 80-84 years, 85+ years",,,,,,,,,,,,,
Ethnicity: All,,,,,,,,,,,,,
"Leading Cancer Sites: Brain and Other Nervous System, Stomach",,,,,,,,,,,,,
"Race: American Indian or Alaska Native, Asian or Pacific Islander, Black or African American, White, Other Races and Unknown",,,,,,,,,,,,,
combined,,,,,,,,,,,,,
"Sex: Female, Male",,,,,,,,,,,,,
"States: Alabama (01), Alaska (02), Arizona (04), Arkansas (05), California (06), Colorado (08), Connecticut (09), Delaware (10),",,,,,,,,,,,,,
"District of Columbia (11), Florida (12), Georgia (13), Hawaii (15), Idaho (16), Illinois (17), Indiana (18), Iowa (19), Kansas",,,,,,,,,,,,,
"(20), Kentucky (21), Louisiana (22), Maine (23), Maryland (24), Massachusetts (25), Michigan (26), Minnesota (27), Mississippi",,,,,,,,,,,,,
"(28), Missouri (29), Montana (30), Nebraska (31), Nevada (32), New Hampshire (33), New Jersey (34), New Mexico (35), New York",,,,,,,,,,,,,
"(36), North Carolina (37), North Dakota (38), Ohio (39), Oklahoma (40), Oregon (41), Pennsylvania (42), Rhode Island (44), South",,,,,,,,,,,,,
"Carolina (45), South Dakota (46), Tennessee (47), Texas (48), Utah (49), Vermont (50), Virginia (51), Washington (53), West",,,,,,,,,,,,,
"Virginia (54), Wisconsin (55), Wyoming (56)",,,,,,,,,,,,,
"Year: 2011, 2012, 2013, 2014, 2015",,,,,,,,,,,,,
"Group By: Leading Cancer Sites, States, Race, Year, Sex",,,,,,,,,,,,,
Show Totals: Disabled,,,,,,,,,,,,,
Show Zero Values: False,,,,,,,,,,,,,
Show Suppressed: False,,,,,,,,,,,,,
"Calculate Rates Per: 100,000",,,,,,,,,,,,,
Standard Population: 2000 U.S. Std. Million,,,,,,,,,,,,,
---,,,,,,,,,,,,,
Help: See http://wonder.cdc.gov/wonder/help/cancer-v2015.html for more information.,,,,,,,,,,,,,
---,,,,,,,,,,,,,
"Query Date: Dec 1, 2018 4:27:17 AM",,,,,,,,,,,,,
---,,,,,,,,,,,,,
"Suggested Citation: United States Cancer Statistics: 1999 - 2015 Incidence, WONDER Online Database. United States Department of",,,,,,,,,,,,,
"Health and Human Services, Centers for Disease Control and Prevention and National Cancer Institute; 2018. Accessed at",,,,,,,,,,,,,
"http://wonder.cdc.gov/cancer-v2015.html on Dec 1, 2018 4:27:17 AM",,,,,,,,,,,,,
---,,,,,,,,,,,,,
Messages:,,,,,,,,,,,,,
1. Totals are not available for these results due to suppression constraints. More Information:,,,,,,,,,,,,,
http://wonder.cdc.gov/wonder/help/faq.html#Privacy.,,,,,,,,,,,,,
2. Rows with zero Count are hidden. Use Quick Options above to show zero rows.,,,,,,,,,,,,,
3. Rows with suppressed Count are hidden. Use Quick Options above to show suppressed rows.,,,,,,,,,,,,,
---,,,,,,,,,,,,,
Caveats:,,,,,,,,,,,,,
1. 'Suppressed' is displayed for data values when they must not be provided in order to protect personal privacy. Data is,,,,,,,,,,,,,
"suppressed if fewer than 16 cases are reported in any one line of the results table. Data for the ""Asian / Pacific Islander"",",,,,,,,,,,,,,
"""American Indian or Alaska Native"", and the ""Other Races Combined"" race categories are suppressed at the Metropolitan",,,,,,,,,,,,,
"Statistical Area level for populations less than 50,000 persons. Data are suppressed at the state level for certain race and",,,,,,,,,,,,,
"ethnicity groups: 1) American Indian or Alaska Native data are suppressed at the state level for Delaware, Illinois, Kansas,",,,,,,,,,,,,,
"Kentucky, New Jersey, and New York; 2) Asian or Pacific Islander data are suppressed at the state level for Delaware, Kansas,",,,,,,,,,,,,,
"and Kentucky; 3) Hispanic data are supressed at the state level for Delaware, Kentucky, and Massachusetts. More information:",,,,,,,,,,,,,
http://wonder.cdc.gov/wonder/help/cancer-v2015.html#Confidentiality.,,,,,,,,,,,,,
"2. 'Not Applicable' is displayed for Population when it is not available, and for Age Adjusted Rates, Crude Rates, 95%",,,,,,,,,,,,,
"Confidence Interval, and Standard Error when they cannot be calculated due to lack of denominator population.",,,,,,,,,,,,,
"3. The ""Show Totals"" checkbox is disabled when data are grouped by Cancer Sites or by Childhood Cancer, because aggregate",,,,,,,,,,,,,
values are displayed in the table. Also be aware that charts and maps containing both aggregate and detail data could be,,,,,,,,,,,,,
misleading.,,,,,,,,,,,,,
4. These states are missing data for the indicated year: Arkansas 1999-2000; Mississippi 1999-2002; South Dakota 1999-2000.,,,,,,,,,,,,,
5. Data are from selected statewide and metropolitan area cancer registries that meet data quality criteria. Incidence data,,,,,,,,,,,,,
shown for the United States are diagnoses and populations from included registries only.,,,,,,,,,,,,,
"6. Information on primary site, behavior, and histology was coded according to the International Classification of Diseases for",,,,,,,,,,,,,
"Oncology, Third Edition (ICD-O-3) and categorized according to the revised SEER recodes dated January 27, 2003, which define",,,,,,,,,,,,,
standard groupings of primary cancer sites.,,,,,,,,,,,,,
"7. For the 2005 year, the Census Bureau estimates that 203,937 persons were displaced from Alabama, Louisiana, Mississippi and",,,,,,,,,,,,,
Texas due to Hurricanes Katrina and Rita. CDC WONDER does not include the displaced persons in the 2005 population counts for,,,,,,,,,,,,,
"these states, nor are these counts included in the summary populations for the affected division, regions or national",,,,,,,,,,,,,
"population. However, the USCS web site does include these displaced persons in the national population figures for 2005.",,,,,,,,,,,,,
